1.75	16.625	5.5312E-02
1.75	16.875	5.2163E-02
1.75	17.125	4.7906E-02
1.75	17.375	4.4567E-02
1.75	17.625	4.1876E-02
1.75	17.875	3.9732E-02
1.75	18.125	3.7470E-02
1.75	18.375	3.5416E-02
1.75	18.625	3.3911E-02
1.75	18.875	3.2456E-02
1.75	19.125	3.0173E-02
1.75	19.375	2.8050E-02
1.75	19.625	2.7193E-02
1.75	19.875	2.5179E-02
1.75	20.125	2.4751E-02
1.75	20.375	2.3166E-02
1.75	20.625	2.1800E-02
1.75	20.875	2.0205E-02
1.75	21.125	1.9089E-02
1.75	21.375	1.8172E-02
1.75	21.625	1.7584E-02
1.75	21.875	1.6597E-02
1.75	22.125	1.5809E-02
1.75	22.375	1.5879E-02
1.75	22.625	1.4653E-02
1.75	22.875	1.3905E-02
1.75	23.125	1.2889E-02
1.75	23.375	1.2909E-02
1.75	23.625	1.1643E-02
1.75	23.875	1.1603E-02
1.75	24.125	1.1025E-02
1.75	24.375	1.0427E-02
1.75	24.625	9.9979E-03
1.75	24.875	9.5375E-03
2.25	0.125	7.3900E+00
2.25	0.375	1.9029E+01
2.25	0.625	2.7591E+01
2.25	0.875	3.4101E+01
2.25	1.125	3.8237E+01
2.25	1.375	3.9892E+01
2.25	1.625	4.0101E+01
2.25	1.875	3.8217E+01
2.25	2.125	3.5875E+01
2.25	2.375	3.2526E+01
2.25	2.625	2.8867E+01
2.25	2.875	2.4940E+01
2.25	3.125	2.1371E+01
2.25	3.375	1.8062E+01
2.25	3.625	1.5121E+01
2.25	3.875	1.2610E+01
2.25	4.125	1.0596E+01
2.25	4.375	8.7968E+00
2.25	4.625	7.4280E+00
2.25	4.875	6.1413E+00
2.25	5.125	5.2003E+00
2.25	5.375	4.3181E+00
2.25	5.625	3.6702E+00
2.25	5.875	3.1469E+00
2.25	6.125	2.6545E+00
2.25	6.375	2.2976E+00
2.25	6.625	2.0036E+00
2.25	6.875	1.7165E+00
2.25	7.125	1.5102E+00
2.25	7.375	1.3367E+00
2.25	7.625	1.1553E+00
2.25	7.875	9.9649E-01
2.25	8.125	8.8977E-01
2.25	8.375	7.9607E-01
2.25	8.625	7.0237E-01
2.25	8.875	6.3733E-01
2.25	9.125	5.7436E-01
2.25	9.375	5.0936E-01
2.25	9.625	4.5863E-01
2.25	9.875	4.1168E-01
2.25	10.125	3.7171E-01
2.25	10.375	3.3353E-01
2.25	10.625	3.1050E-01
2.25	10.875	2.7761E-01
2.25	11.125	2.5428E-01
2.25	11.375	2.2986E-01
2.25	11.625	2.0993E-01
2.25	11.875	1.9358E-01
2.25	12.125	1.8261E-01
2.25	12.375	1.6437E-01
2.25	12.625	1.5042E-01
2.25	12.875	1.3646E-01
2.25	13.125	1.2729E-01
2.25	13.375	1.1842E-01
2.25	13.625	1.1025E-01
2.25	13.875	1.0058E-01
2.25	14.125	9.0709E-02
2.25	14.375	8.4846E-02
2.25	14.625	8.1090E-02
2.25	14.875	7.5177E-02
2.25	15.125	7.0935E-02
2.25	15.375	6.4194E-02
2.25	15.625	5.9908E-02
2.25	15.875	5.5960E-02
2.25	16.125	5.1654E-02
2.25	16.375	4.8405E-02
2.25	16.625	4.6451E-02
2.25	16.875	4.3680E-02
2.25	17.125	4.1726E-02
2.25	17.375	3.7739E-02
2.25	17.625	3.6523E-02
2.25	17.875	3.3702E-02
2.25	18.125	3.1609E-02
2.25	18.375	2.9745E-02
2.25	18.625	2.8269E-02
2.25	18.875	2.6335E-02
2.25	19.125	2.5548E-02
2.25	19.375	2.3634E-02
2.25	19.625	2.2807E-02
2.25	19.875	2.2388E-02
2.25	20.125	2.0076E-02
2.25	20.375	1.8760E-02
2.25	20.625	1.8182E-02
2.25	20.875	1.7474E-02
2.25	21.125	1.5749E-02
2.25	21.375	1.5480E-02
2.25	21.625	1.5241E-02
2.25	21.875	1.3865E-02
2.25	22.125	1.2988E-02
2.25	22.375	1.2510E-02
2.25	22.625	1.2001E-02
2.25	22.875	1.1403E-02
2.25	23.125	1.0765E-02
2.25	23.375	1.0018E-02
2.25	23.625	9.5954E-03
2.25	23.875	9.3288E-03
2.25	24.125	8.7999E-03
2.25	24.375	8.5426E-03
2.25	24.625	7.8168E-03
2.25	24.875	7.0343E-03
2.75	0.125	7.1091E+00
2.75	0.375	1.8291E+01
2.75	0.625	2.6674E+01
2.75	0.875	3.2904E+01
2.75	1.125	3.6602E+01
2.75	1.375	3.8347E+01
2.75	1.625	3.8227E+01
2.75	1.875	3.6722E+01
2.75	2.125	3.3981E+01
2.75	2.375	3.0801E+01
2.75	2.625	2.6864E+01
2.75	2.875	2.3245E+01
2.75	3.125	1.9727E+01
2.75	3.375	1.6676E+01
2.75	3.625	1.4244E+01
2.75	3.875	1.1643E+01
2.75	4.125	9.5761E+00
2.75	4.375	7.9975E+00
2.75	4.625	6.5820E+00
2.75	4.875	5.5083E+00
2.75	5.125	4.5863E+00
2.75	5.375	3.8536E+00
2.75	5.625	3.2685E+00
2.75	5.875	2.7950E+00
2.75	6.125	2.3734E+00
2.75	6.375	2.0215E+00
2.75	6.625	1.7434E+00
2.75	6.875	1.4962E+00
2.75	7.125	1.3068E+00
2.75	7.375	1.1423E+00
2.75	7.625	1.0526E+00
2.75	7.875	9.0042E-01
2.75	8.125	7.7121E-01
2.75	8.375	6.8231E-01
2.75	8.625	6.1493E-01
2.75	8.875	5.4515E-01
2.75	9.125	4.8026E-01
2.75	9.375	4.2942E-01
2.75	9.625	3.8825E-01
2.75	9.875	3.5197E-01
2.75	10.125	3.2446E-01
2.75	10.375	2.8778E-01
2.75	10.625	2.5757E-01
2.75	10.875	2.3116E-01
2.75	11.125	2.1571E-01
2.75	11.375	1.9228E-01
2.75	11.625	1.7484E-01
2.75	11.875	1.6567E-01
2.75	12.125	1.4424E-01
2.75	12.375	1.3058E-01
2.75	12.625	1.2201E-01
2.75	12.875	1.1314E-01
2.75	13.125	1.0327E-01
2.75	13.375	9.5475E-02
2.75	13.625	8.9643E-02
2.75	13.875	8.2647E-02
2.75	14.125	7.5140E-02
2.75	14.375	7.0561E-02
2.75	14.625	6.5303E-02
2.75	14.875	6.0217E-02
2.75	15.125	5.6668E-02
2.75	15.375	5.2970E-02
2.75	15.625	4.9272E-02
2.75	15.875	4.4637E-02
2.75	16.125	4.3072E-02
2.75	16.375	3.8596E-02
2.75	16.625	3.6672E-02
2.75	16.875	3.4130E-02
2.75	17.125	3.2476E-02
2.75	17.375	2.9535E-02
2.75	17.625	2.8578E-02
2.75	17.875	2.6485E-02
2.75	18.125	2.4830E-02
2.75	18.375	2.3554E-02
2.75	18.625	2.2229E-02
2.75	18.875	2.0773E-02
2.75	19.125	1.9318E-02
2.75	19.375	1.8859E-02
2.75	19.625	1.7424E-02
2.75	19.875	1.6348E-02
2.75	20.125	1.6088E-02
2.75	20.375	1.4523E-02
2.75	20.625	1.3995E-02
2.75	20.875	1.3487E-02
2.75	21.125	1.2460E-02
2.75	21.375	1.1493E-02
2.75	21.625	1.1314E-02
2.75	21.875	1.0865E-02
2.75	22.125	1.0108E-02
2.75	22.375	9.7207E-03
2.75	22.625	9.3039E-03
2.75	22.875	8.8535E-03
2.75	23.125	8.0579E-03
2.75	23.375	7.8629E-03
2.75	23.625	7.4579E-03
2.75	23.875	7.2935E-03
2.75	24.125	6.7913E-03
2.75	24.375	6.3664E-03
2.75	24.625	5.9898E-03
2.75	24.875	5.6937E-03
3.25	0.125	6.6973E+00
3.25	0.375	1.7304E+01
3.25	0.625	2.5608E+01
3.25	0.875	3.1698E+01
3.25	1.125	3.4420E+01
3.25	1.375	3.6064E+01
3.25	1.625	3.5675E+01
3.25	1.875	3.3971E+01
3.25	2.125	3.1389E+01
3.25	2.375	2.8100E+01
3.25	2.625	2.4571E+01
3.25	2.875	2.1341E+01
3.25	3.125	1.7903E+01
3.25	3.375	1.5022E+01
3.25	3.625	1.2470E+01
3.25	3.875	1.0207E+01
3.25	4.125	8.4142E+00
3.25	4.375	7.5975E+00
3.25	4.625	6.2270E+00
3.25	4.875	5.0029E+00
3.25	5.125	3.9234E+00
3.25	5.375	3.3064E+00
3.25	5.625	2.7532E+00
3.25	5.875	2.3604E+00
3.25	6.125	2.0046E+00
3.25	6.375	1.7065E+00
3.25	6.625	1.4703E+00
3.25	6.875	1.2629E+00
